2019-07-19T14:11,t=23937
2019-07-19T14:30,t=24125
2019-07-19T14:40,t=23937
2019-07-19T14:50,t=23812
2019-07-19T15:00,t=23750
2019-07-19T15:10,t=23750
2019-07-19T15:20,t=23625
2019-07-19T15:30,t=23437
2019-07-19T15:40,t=23437
2019-07-19T15:50,t=23375
2019-07-19T16:00,t=23312
2019-07-19T16:10,t=23250
2019-07-19T16:20,t=23250
2019-07-19T16:30,t=23187
2019-07-19T16:40,t=23187
2019-07-19T16:50,t=23187
2019-07-19T17:00,t=23187
2019-07-19T17:10,t=23125
2019-07-19T17:20,t=23187
2019-07-19T17:30,t=23187
2019-07-19T17:40,t=23187
2019-07-19T17:50,t=23187
2019-07-19T18:00,t=23187
2019-07-19T18:10,t=23187
2019-07-19T18:20,t=23187
2019-07-19T18:30,t=23187
2019-07-19T18:40,t=23125
2019-07-19T18:50,t=23125
2019-07-19T19:00,t=23125
2019-07-19T19:10,t=23125
2019-07-19T19:20,t=23187
2019-07-19T19:30,t=23125
2019-07-19T19:40,t=23062
2019-07-19T19:50,t=23062
2019-07-19T20:00,t=23062
2019-07-19T20:10,t=23062
2019-07-19T20:20,t=23000
2019-07-19T20:30,t=22937
2019-07-19T20:40,t=23000
2019-07-19T20:50,t=23000
2019-07-19T21:00,t=22937
2019-07-19T21:10,t=22937
2019-07-19T21:20,t=22875
2019-07-19T21:30,t=22812
2019-07-19T21:40,t=22812
2019-07-19T21:50,t=22687
2019-07-19T22:00,t=22687
2019-07-19T22:10,t=22625
2019-07-19T22:20,t=22562
2019-07-19T22:30,t=22562
2019-07-19T22:40,t=22500
2019-07-19T22:50,t=22500
2019-07-19T23:00,t=22437
2019-07-19T23:10,t=22437
2019-07-19T23:20,t=22437
2019-07-19T23:30,t=22375
2019-07-19T23:40,t=22312
2019-07-19T23:50,t=22312
2019-07-20T00:00,t=22312
2019-07-20T00:10,t=22312
2019-07-20T00:20,t=22312
2019-07-20T00:30,t=22312
2019-07-20T00:40,t=22312
2019-07-20T00:50,t=22312
2019-07-20T01:00,t=22250
2019-07-20T01:10,t=22250
2019-07-20T01:20,t=22250
2019-07-20T01:30,t=22187
2019-07-20T01:40,t=22125
2019-07-20T01:50,t=22187
2019-07-20T02:00,t=22187
2019-07-20T02:10,t=22187
2019-07-20T02:20,t=22187
2019-07-20T02:30,t=22062
2019-07-20T02:40,t=22062
2019-07-20T02:50,t=22062
2019-07-20T03:00,t=22062
2019-07-20T03:10,t=22000
2019-07-20T03:20,t=22062
2019-07-20T03:30,t=21937
2019-07-20T03:40,t=21937
2019-07-20T03:50,t=22000
2019-07-20T04:00,t=21875
2019-07-20T04:10,t=21937
2019-07-20T04:20,t=21875
2019-07-20T04:30,t=21937
2019-07-20T04:40,t=21812
2019-07-20T04:50,t=21937
2019-07-20T05:00,t=21875
2019-07-20T05:10,t=21937
2019-07-20T05:20,t=21937
2019-07-20T05:30,t=21937
2019-07-20T05:40,t=21937
2019-07-20T05:50,t=21937
2019-07-20T06:00,t=21937
2019-07-20T06:10,t=21875
2019-07-20T06:20,t=21812
2019-07-20T06:30,t=21562
2019-07-20T06:40,t=21625
2019-07-20T06:50,t=21687
2019-07-20T07:00,t=21812
2019-07-20T07:10,t=21937
2019-07-20T07:20,t=22312
2019-07-20T07:30,t=22562
2019-07-20T07:40,t=22750
2019-07-20T07:50,t=22875
2019-07-20T08:00,t=23062
2019-07-20T08:10,t=23187
2019-07-20T08:20,t=23312
2019-07-20T08:30,t=23375
2019-07-20T08:40,t=23312
2019-07-20T08:50,t=23312
2019-07-20T09:00,t=23250
2019-07-20T09:10,t=23312
2019-07-20T09:20,t=23375
2019-07-20T09:30,t=23250
2019-07-20T09:40,t=23187
2019-07-20T09:50,t=23125
2019-07-20T10:00,t=23187
2019-07-20T10:10,t=23125
2019-07-20T10:20,t=23187
2019-07-20T10:30,t=23125
2019-07-20T10:40,t=23187
2019-07-20T10:50,t=23187
2019-07-20T11:00,t=23250
2019-07-20T11:10,t=23250
2019-07-20T11:20,t=23250
2019-07-20T11:30,t=23312
2019-07-20T11:40,t=23375
2019-07-20T11:50,t=23437
2019-07-20T12:00,t=23437
2019-07-20T12:10,t=23437
2019-07-20T12:20,t=23437
2019-07-20T12:30,t=23437
2019-07-20T12:40,t=23437
2019-07-20T12:50,t=23437
2019-07-20T13:00,t=23437
2019-07-20T13:10,t=23437
2019-07-20T13:20,t=23500
2019-07-20T13:30,t=23500
2019-07-20T13:40,t=23500
2019-07-20T13:50,t=23562
2019-07-20T14:00,t=23500
2019-07-20T14:10,t=23500
2019-07-20T14:20,t=23500
2019-07-20T14:30,t=23500
2019-07-20T14:40,t=23500
2019-07-20T14:50,t=23562
2019-07-20T15:00,t=23500
2019-07-20T15:10,t=23500
2019-07-20T15:20,t=23500
2019-07-20T15:30,t=23500
2019-07-20T15:40,t=23500
2019-07-20T15:50,t=23500
2019-07-20T16:00,t=23437
2019-07-20T16:10,t=23437
2019-07-20T16:20,t=23437
2019-07-20T16:30,t=23437
2019-07-20T16:40,t=23437
2019-07-20T16:50,t=23437
2019-07-20T17:00,t=23437
2019-07-20T17:10,t=23437
2019-07-20T17:20,t=23437
2019-07-20T17:30,t=23437
2019-07-20T17:40,t=23437
2019-07-20T17:50,t=23500
2019-07-20T18:00,t=23437
2019-07-20T18:10,t=23437
2019-07-20T18:20,t=23437
2019-07-20T18:30,t=23437
2019-07-20T18:40,t=23437
2019-07-20T18:50,t=23500
2019-07-20T19:00,t=23500
2019-07-20T19:10,t=23437
2019-07-20T19:20,t=23500
2019-07-20T19:30,t=23437
2019-07-20T19:40,t=23437
2019-07-20T19:50,t=23437
2019-07-20T20:00,t=23500
2019-07-20T20:10,t=23437
2019-07-20T20:20,t=23437
2019-07-20T20:30,t=23437
2019-07-20T20:40,t=23437
2019-07-20T20:50,t=23437
2019-07-20T21:00,t=23437
2019-07-20T21:10,t=23437
2019-07-20T21:20,t=23437
2019-07-20T21:30,t=23375
2019-07-20T21:40,t=23375
2019-07-20T21:50,t=23437
2019-07-20T22:00,t=23375
2019-07-20T22:10,t=23375
2019-07-20T22:20,t=23312
2019-07-20T22:30,t=23312
2019-07-20T22:40,t=23375
2019-07-20T22:50,t=23312
2019-07-20T23:00,t=23312
2019-07-20T23:10,t=23312
2019-07-20T23:20,t=23312
2019-07-20T23:30,t=23250
2019-07-20T23:40,t=23312
2019-07-20T23:50,t=23312
2019-07-21T00:00,t=23250
2019-07-21T00:10,t=23250
2019-07-21T00:20,t=23250
2019-07-21T00:30,t=23250
2019-07-21T00:40,t=23250
2019-07-21T00:50,t=23250
2019-07-21T01:00,t=23250
2019-07-21T01:10,t=23250
2019-07-21T01:20,t=23187
2019-07-21T01:30,t=23187
2019-07-21T01:40,t=23187
2019-07-21T01:50,t=23187
2019-07-21T02:00,t=23187
2019-07-21T02:10,t=23187
2019-07-21T02:20,t=23187
2019-07-21T02:30,t=23187
2019-07-21T02:40,t=23187
2019-07-21T02:50,t=23187
2019-07-21T03:00,t=23187
2019-07-21T03:10,t=23187
2019-07-21T03:20,t=23125
2019-07-21T03:30,t=23125
2019-07-21T03:40,t=23125
2019-07-21T03:50,t=23125
2019-07-21T04:00,t=23125
2019-07-21T04:10,t=23125
2019-07-21T04:20,t=23062
2019-07-21T04:30,t=23062
2019-07-21T04:40,t=23125
2019-07-21T04:50,t=23062
2019-07-21T05:00,t=23062
2019-07-21T05:10,t=23125
2019-07-21T05:20,t=23062
2019-07-21T05:30,t=23062
2019-07-21T05:40,t=23062
2019-07-21T05:50,t=23062
2019-07-21T06:00,t=23062
2019-07-21T06:10,t=23062
2019-07-21T06:20,t=23062
2019-07-21T06:30,t=23062
2019-07-21T06:40,t=23062
2019-07-21T06:50,t=23062
2019-07-21T07:00,t=23062
2019-07-21T07:10,t=23062
2019-07-21T07:20,t=23062
2019-07-21T07:30,t=23062
2019-07-21T07:40,t=23062
2019-07-21T07:50,t=23062
2019-07-21T08:00,t=23125
2019-07-21T08:10,t=23187
2019-07-21T08:20,t=23187
2019-07-21T08:30,t=23187
2019-07-21T08:40,t=23187
2019-07-21T08:50,t=23250
2019-07-21T09:00,t=23312
2019-07-21T09:10,t=23312
2019-07-21T09:20,t=23375
2019-07-21T09:30,t=23375
2019-07-21T09:40,t=23375
2019-07-21T09:50,t=23375
2019-07-21T10:00,t=23437
2019-07-21T10:10,t=23437
2019-07-21T10:20,t=23500
2019-07-21T10:30,t=23500
2019-07-21T10:40,t=23500
2019-07-21T10:50,t=23562
2019-07-21T11:00,t=23562
2019-07-21T11:10,t=23562
2019-07-21T11:20,t=23625
2019-07-21T11:30,t=23625
2019-07-21T11:40,t=23625
2019-07-21T11:50,t=23687
2019-07-21T12:00,t=23687
2019-07-21T12:10,t=23812
2019-07-21T12:20,t=23750
2019-07-21T12:30,t=23812
2019-07-21T12:40,t=23812
2019-07-21T12:50,t=23812
2019-07-21T13:00,t=23937
2019-07-21T13:10,t=23937
2019-07-21T13:20,t=23937
2019-07-21T13:30,t=23875
2019-07-21T13:40,t=23875
2019-07-21T13:50,t=23875
2019-07-21T14:00,t=23875
2019-07-21T14:10,t=24000
2019-07-21T14:20,t=23937
2019-07-21T14:30,t=23937
2019-07-21T14:40,t=23937
2019-07-21T14:50,t=24187
2019-07-21T15:00,t=24312
2019-07-21T15:10,t=24375
2019-07-21T15:20,t=24562
2019-07-21T15:30,t=24562
2019-07-21T15:40,t=24625
2019-07-21T15:50,t=24625
2019-07-21T16:00,t=24750
2019-07-21T16:10,t=24750
2019-07-21T16:20,t=24687
2019-07-21T16:30,t=24812
2019-07-21T16:40,t=24750
2019-07-21T16:50,t=24687
2019-07-21T17:00,t=24562
2019-07-21T17:10,t=24500
2019-07-21T17:20,t=24437
2019-07-21T17:30,t=24437
2019-07-21T17:40,t=24375
2019-07-21T17:50,t=24312
2019-07-21T18:00,t=24312
2019-07-21T18:10,t=24312
2019-07-21T18:20,t=24312
2019-07-21T18:30,t=24250
2019-07-21T18:40,t=24187
2019-07-21T18:50,t=24125
2019-07-21T19:00,t=24000
2019-07-21T19:10,t=24000
2019-07-21T19:20,t=23875
2019-07-21T19:30,t=23937
2019-07-21T19:40,t=23937
2019-07-21T19:50,t=23875
2019-07-21T20:00,t=23875
2019-07-21T20:10,t=23875
2019-07-21T20:20,t=23812
2019-07-21T20:30,t=23750
2019-07-21T20:40,t=23750
2019-07-21T20:50,t=23750
2019-07-21T21:00,t=23750
2019-07-21T21:10,t=23687
2019-07-21T21:20,t=23625
2019-07-21T21:30,t=23562
2019-07-21T21:40,t=23500
2019-07-21T21:50,t=23500
2019-07-21T22:00,t=23500
2019-07-21T22:10,t=23312
2019-07-21T22:20,t=23375
2019-07-21T22:30,t=23250
2019-07-21T22:40,t=23187
2019-07-21T22:50,t=23187
2019-07-21T23:00,t=23187
2019-07-21T23:10,t=23062
2019-07-21T23:20,t=23000
2019-07-21T23:30,t=22937
2019-07-21T23:40,t=22937
2019-07-21T23:50,t=23000
2019-07-22T00:00,t=22937
2019-07-22T00:10,t=22937
2019-07-22T00:20,t=22937
2019-07-22T00:30,t=22875
2019-07-22T00:40,t=22875
2019-07-22T00:50,t=22875
2019-07-22T01:00,t=22750
2019-07-22T01:10,t=22687
2019-07-22T01:20,t=22687
2019-07-22T01:30,t=22687
2019-07-22T01:40,t=22625
2019-07-22T01:50,t=22562
2019-07-22T02:00,t=22562
2019-07-22T02:10,t=22437
2019-07-22T02:20,t=22437
2019-07-22T02:30,t=22437
2019-07-22T02:40,t=22500
2019-07-22T02:50,t=22375
2019-07-22T03:00,t=22312
2019-07-22T03:10,t=22312
2019-07-22T03:20,t=22250
2019-07-22T03:30,t=22250
2019-07-22T03:40,t=22125
2019-07-22T03:50,t=22125
2019-07-22T04:00,t=22187
2019-07-22T04:10,t=22062
2019-07-22T04:20,t=22062
2019-07-22T04:30,t=22000
2019-07-22T04:40,t=22000
2019-07-22T04:50,t=21937
2019-07-22T05:00,t=21875
2019-07-22T05:10,t=21937
2019-07-22T05:20,t=21812
2019-07-22T05:30,t=21812
2019-07-22T05:40,t=21750
2019-07-22T05:50,t=21687
2019-07-22T06:00,t=21562
2019-07-22T06:10,t=21625
2019-07-22T06:20,t=21625
2019-07-22T06:30,t=21625
2019-07-22T06:40,t=21687
2019-07-22T06:50,t=21687
2019-07-22T07:00,t=21750
